pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
64789	DB00661|DB01016	DB00661	DB01016	validation	test	test	1
64790	DB00661|DB01120	DB00661	DB01120	validation	training	validation	1
64791	DB00661|DB01067	DB00661	DB01067	validation	training	validation	1
64792	DB00661|DB01296	DB00661	DB01296	validation	training	validation	1
64793	DB00661|DB00727	DB00661	DB00727	validation	test	test	1
64794	DB00661|DB00874	DB00661	DB00874	validation	training	validation	1
64795	DB00502|DB00661	DB00661	DB00502	validation	training	validation	1
64796	DB00661|DB01109	DB00661	DB01109	validation	training	validation	1
64797	DB00661|DB01275	DB00661	DB01275	validation	test	test	1
64798	DB00661|DB00999	DB00661	DB00999	validation	test	test	1
64799	DB00661|DB00956	DB00661	DB00956	validation	training	validation	1
64800	DB00661|DB00741	DB00661	DB00741	validation	validation	validation	2
64801	DB00661|DB09526	DB00661	DB09526	validation	test	test	1
64802	DB00200|DB00661	DB00661	DB00200	validation	training	validation	1
64803	DB00661|DB01611	DB00661	DB01611	validation	training	validation	1
64804	DB00661|DB01005	DB00661	DB01005	validation	training	validation	1
64805	DB00557|DB00661	DB00661	DB00557	validation	training	validation	1
64806	DB00661|DB01050	DB00661	DB01050	validation	training	validation	1
64807	DB00458|DB00661	DB00661	DB00458	validation	training	validation	1
64808	DB00661|DB00808	DB00661	DB00808	validation	training	validation	1
64809	DB00328|DB00661	DB00661	DB00328	validation	training	validation	1
64810	DB00661|DB05382	DB00661	DB05382	validation	test	test	1
64811	DB00661|DB01362	DB00661	DB01362	validation	training	validation	1
64812	DB00661|DB00753	DB00661	DB00753	validation	training	validation	1
64813	DB00661|DB00951	DB00661	DB00951	validation	test	test	1
64814	DB00661|DB09401	DB00661	DB09401	validation	test	test	1
64815	DB00661|DB00883	DB00661	DB00883	validation	test	test	1
64816	DB00661|DB01026	DB00661	DB01026	validation	training	validation	1
64817	DB00661|DB01009	DB00661	DB01009	validation	training	validation	1
64818	DB00661|DB00920	DB00661	DB00920	validation	training	validation	1
64819	DB00598|DB00661	DB00661	DB00598	validation	training	validation	1
64820	DB00661|DB15823	DB00661	DB15823	validation	training	validation	1
64821	DB00581|DB00661	DB00661	DB00581	validation	training	validation	1
64822	DB00650|DB00661	DB00661	DB00650	validation	validation	validation	2
64823	DB00367|DB00661	DB00661	DB00367	validation	training	validation	1
64824	DB00661|DB01235	DB00661	DB01235	validation	training	validation	1
64825	DB00281|DB00661	DB00661	DB00281	validation	training	validation	1
64826	DB00661|DB00836	DB00661	DB00836	validation	training	validation	1
64827	DB00186|DB00661	DB00661	DB00186	validation	training	validation	1
64828	DB00227|DB00661	DB00661	DB00227	validation	training	validation	1
64829	DB00661|DB14513	DB00661	DB14513	validation	test	test	1
64830	DB00661|DB09104	DB00661	DB09104	validation	training	validation	1
64831	DB00661|DB01377	DB00661	DB01377	validation	training	validation	1
64832	DB00661|DB00742	DB00661	DB00742	validation	test	test	1
64833	DB00661|DB00737	DB00661	DB00737	validation	training	validation	1
64834	DB00661|DB01065	DB00661	DB01065	validation	test	test	1
64835	DB00661|DB01042	DB00661	DB01042	validation	training	validation	1
64836	DB00661|DB01043	DB00661	DB01043	validation	test	test	1
64837	DB00454|DB00661	DB00661	DB00454	validation	training	validation	1
64838	DB00371|DB00661	DB00661	DB00371	validation	test	test	1
64839	DB00331|DB00661	DB00661	DB00331	validation	test	test	1
64840	DB00333|DB00661	DB00661	DB00333	validation	training	validation	1
64841	DB00661|DB00763	DB00661	DB00763	validation	training	validation	1
64842	DB00423|DB00661	DB00661	DB00423	validation	test	test	1
64843	DB00563|DB00661	DB00661	DB00563	validation	test	test	1
64844	DB00422|DB00661	DB00661	DB00422	validation	training	validation	1
64845	DB00661|DB00959	DB00661	DB00959	validation	training	validation	1
64846	DB00661|DB01233	DB00661	DB01233	validation	test	test	1
64847	DB00524|DB00661	DB00661	DB00524	validation	training	validation	1
64848	DB00264|DB00661	DB00661	DB00264	validation	training	validation	1
64849	DB00661|DB00916	DB00661	DB00916	validation	training	validation	1
64850	DB00379|DB00661	DB00661	DB00379	validation	training	validation	1
64851	DB00661|DB06148	DB00661	DB06148	validation	training	validation	1
64852	DB00661|DB01110	DB00661	DB01110	validation	test	test	1
64853	DB00661|DB00683	DB00661	DB00683	validation	test	test	1
64854	DB00661|DB01017	DB00661	DB01017	validation	training	validation	1
64855	DB00350|DB00661	DB00661	DB00350	validation	training	validation	1
64856	DB00661|DB09282	DB00661	DB09282	validation	training	validation	1
64857	DB00295|DB00661	DB00661	DB00295	validation	training	validation	1
64858	DB00332|DB00661	DB00661	DB00332	validation	test	test	1
64859	DB00661|DB01203	DB00661	DB01203	validation	validation	validation	2
64860	DB00661|DB00788	DB00661	DB00788	validation	test	test	1
64861	DB00661|DB12293	DB00661	DB12293	validation	training	validation	1
64862	DB00627|DB00661	DB00661	DB00627	validation	validation	validation	2
64863	DB00622|DB00661	DB00661	DB00622	validation	training	validation	1
64864	DB00661|DB01115	DB00661	DB01115	validation	test	test	1
64865	DB00393|DB00661	DB00661	DB00393	validation	test	test	1
64866	DB00325|DB00661	DB00661	DB00325	validation	training	validation	1
64867	DB00368|DB00661	DB00661	DB00368	validation	training	validation	1
64868	DB00661|DB01059	DB00661	DB01059	validation	training	validation	1
64869	DB00540|DB00661	DB00661	DB00540	validation	training	validation	1
64870	DB00646|DB00661	DB00661	DB00646	validation	training	validation	1
64871	DB00104|DB00661	DB00661	DB00104	validation	training	validation	1
64872	DB00338|DB00661	DB00661	DB00338	validation	training	validation	1
64873	DB00661|DB00816	DB00661	DB00816	validation	training	validation	1
64874	DB00661|DB01173	DB00661	DB01173	validation	training	validation	1
64875	DB00661|DB00842	DB00661	DB00842	validation	training	validation	1
64876	DB00497|DB00661	DB00661	DB00497	validation	training	validation	1
64877	DB00661|DB09140	DB00661	DB09140	validation	training	validation	1
64878	DB00661|DB01192	DB00661	DB01192	validation	validation	validation	2
64879	DB00107|DB00661	DB00661	DB00107	validation	training	validation	1
64880	DB00661|DB01337	DB00661	DB01337	validation	training	validation	1
64881	DB00661|DB01113	DB00661	DB01113	validation	test	test	1
64882	DB00417|DB00661	DB00661	DB00417	validation	test	test	1
64883	DB00652|DB00661	DB00661	DB00652	validation	training	validation	1
64884	DB00661|DB00806	DB00661	DB00806	validation	test	test	1
64885	DB00661|DB00850	DB00661	DB00850	validation	test	test	1
64886	DB00661|DB01438	DB00661	DB01438	validation	training	validation	1
64887	DB00661|DB01174	DB00661	DB01174	validation	training	validation	1
64888	DB00661|DB00946	DB00661	DB00946	validation	training	validation	1
64889	DB00388|DB00661	DB00661	DB00388	validation	training	validation	1
64890	DB00252|DB00661	DB00661	DB00252	validation	training	validation	1
64891	DB00661|DB01085	DB00661	DB01085	validation	training	validation	1
64892	DB00554|DB00661	DB00661	DB00554	validation	test	test	1
64893	DB00661|DB14500	DB00661	DB14500	validation	training	validation	1
64894	DB00661|DB00761	DB00661	DB00761	validation	validation	validation	2
64895	DB00457|DB00661	DB00661	DB00457	validation	training	validation	1
64896	DB00661|DB00860	DB00661	DB00860	validation	training	validation	1
64897	DB00635|DB00661	DB00661	DB00635	validation	test	test	1
64898	DB00661|DB00794	DB00661	DB00794	validation	training	validation	1
64899	DB00661|DB01035	DB00661	DB01035	validation	validation	validation	2
64900	DB00661|DB01039	DB00661	DB01039	validation	training	validation	1
64901	DB00433|DB00661	DB00661	DB00433	validation	test	test	1
64902	DB00396|DB00661	DB00661	DB00396	validation	training	validation	1
64903	DB00661|DB01069	DB00661	DB01069	validation	training	validation	1
64904	DB00661|DB01182	DB00661	DB01182	validation	validation	validation	2
64905	DB00661|DB00818	DB00661	DB00818	validation	training	validation	1
64906	DB00647|DB00661	DB00661	DB00647	validation	training	validation	1
64907	DB00571|DB00661	DB00661	DB00571	validation	validation	validation	2
64908	DB00661|DB01240	DB00661	DB01240	validation	training	validation	1
64909	DB00661|DB09141	DB00661	DB09141	validation	training	validation	1
64910	DB00661|DB00852	DB00661	DB00852	validation	training	validation	1
64911	DB00661|DB11097	DB00661	DB11097	validation	training	validation	1
64912	DB00545|DB00661	DB00661	DB00545	validation	training	validation	1
64913	DB00147|DB00661	DB00661	DB00147	validation	training	validation	1
64914	DB00661|DB00908	DB00661	DB00908	validation	validation	validation	2
64915	DB00468|DB00661	DB00661	DB00468	validation	validation	validation	2
64916	DB00661|DB00863	DB00661	DB00863	validation	training	validation	1
64917	DB00661|DB00811	DB00661	DB00811	validation	training	validation	1
64918	DB00661|DB01045	DB00661	DB01045	validation	validation	validation	2
64919	DB00661|DB00795	DB00661	DB00795	validation	training	validation	1
64920	DB00661|DB09153	DB00661	DB09153	validation	validation	validation	2
64921	DB00661|DB09072	DB00661	DB09072	validation	training	validation	1
64922	DB00489|DB00661	DB00661	DB00489	validation	training	validation	1
64923	DB00421|DB00661	DB00661	DB00421	validation	training	validation	1
64924	DB00541|DB00661	DB00661	DB00541	validation	training	validation	1
64925	DB00162|DB00661	DB00661	DB00162	validation	training	validation	1
64926	DB00115|DB00661	DB00661	DB00115	validation	test	test	1
64927	DB00661|DB11094	DB00661	DB11094	validation	training	validation	1
64928	DB00163|DB00661	DB00661	DB00163	validation	training	validation	1
64929	DB00661|DB00682	DB00661	DB00682	validation	training	validation	1
64930	DB00661|DB01593	DB00661	DB01593	validation	training	validation	1
64931	DB00282|DB00661	DB00661	DB00282	validation	training	validation	1
64932	DB00661|DB01395	DB00661	DB01395	validation	training	validation	1
64933	DB00661|DB01436	DB00661	DB01436	validation	validation	validation	2
64934	DB00441|DB00661	DB00661	DB00441	validation	training	validation	1
64935	DB00370|DB00661	DB00661	DB00370	validation	training	validation	1
64936	DB00284|DB00661	DB00661	DB00284	validation	training	validation	1
64937	DB00448|DB00661	DB00661	DB00448	validation	validation	validation	2
64938	DB00346|DB00661	DB00661	DB00346	validation	test	test	1
64939	DB00381|DB00661	DB00661	DB00381	validation	training	validation	1
64940	DB00661|DB00972	DB00661	DB00972	validation	test	test	1
64941	DB00661|DB08961	DB00661	DB08961	validation	test	test	1
64942	DB00542|DB00661	DB00661	DB00542	validation	test	test	1
64943	DB00661|DB00868	DB00661	DB00868	validation	training	validation	1
64944	DB00612|DB00661	DB00661	DB00612	validation	training	validation	1
64945	DB00661|DB09017	DB00661	DB09017	validation	training	validation	1
64946	DB00661|DB01222	DB00661	DB01222	validation	training	validation	1
64947	DB00661|DB13510	DB00661	DB13510	validation	training	validation	1
64948	DB00241|DB00661	DB00661	DB00241	validation	training	validation	1
64949	DB00661|DB01136	DB00661	DB01136	validation	test	test	1
64950	DB00661|DB01413	DB00661	DB01413	validation	training	validation	1
64951	DB00661|DB04846	DB00661	DB04846	validation	training	validation	1
64952	DB00341|DB00661	DB00661	DB00341	validation	training	validation	1
64953	DB00661|DB13358	DB00661	DB13358	validation	training	validation	1
64954	DB00661|DB01340	DB00661	DB01340	validation	validation	validation	2
64955	DB00661|DB01166	DB00661	DB01166	validation	training	validation	1
64956	DB00661|DB01211	DB00661	DB01211	validation	test	test	1
64957	DB00349|DB00661	DB00661	DB00349	validation	validation	validation	2
64958	DB00661|DB09270	DB00661	DB09270	validation	training	validation	1
64959	DB00661|DB00924	DB00661	DB00924	validation	validation	validation	2
64960	DB00661|DB13679	DB00661	DB13679	validation	training	validation	1
64961	DB00661|DB01495	DB00661	DB01495	validation	test	test	1
64962	DB00661|DB15825	DB00661	DB15825	validation	validation	validation	2
64963	DB00661|DB11742	DB00661	DB11742	validation	training	validation	1
64964	DB00661|DB01545	DB00661	DB01545	validation	training	validation	1
64965	DB00661|DB00749	DB00661	DB00749	validation	training	validation	1
64966	DB00661|DB01216	DB00661	DB01216	validation	training	validation	1
64967	DB00535|DB00661	DB00661	DB00535	validation	test	test	1
64968	DB00661|DB00983	DB00661	DB00983	validation	training	validation	1
64969	DB00661|DB00996	DB00661	DB00996	validation	training	validation	1
64970	DB00222|DB00661	DB00661	DB00222	validation	training	validation	1
64971	DB00661|DB00904	DB00661	DB00904	validation	training	validation	1
64972	DB00661|DB00889	DB00661	DB00889	validation	validation	validation	2
64973	DB00661|DB01097	DB00661	DB01097	validation	training	validation	1
64974	DB00661|DB01249	DB00661	DB01249	validation	training	validation	1
64975	DB00661|DB09156	DB00661	DB09156	validation	training	validation	1
64976	DB00661|DB01167	DB00661	DB01167	validation	training	validation	1
64977	DB00555|DB00661	DB00661	DB00555	validation	training	validation	1
64978	DB00455|DB00661	DB00661	DB00455	validation	training	validation	1
64979	DB00661|DB13872	DB00661	DB13872	validation	test	test	1
64980	DB00661|DB09212	DB00661	DB09212	validation	training	validation	1
64981	DB00661|DB12554	DB00661	DB12554	validation	training	validation	1
64982	DB00661|DB03614	DB00661	DB03614	validation	training	validation	1
64983	DB00661|DB00745	DB00661	DB00745	validation	training	validation	1
64984	DB00661|DB00691	DB00661	DB00691	validation	training	validation	1
64985	DB00661|DB09242	DB00661	DB09242	validation	training	validation	1
64986	DB00461|DB00661	DB00661	DB00461	validation	test	test	1
64987	DB00661|DB04861	DB00661	DB04861	validation	training	validation	1
64988	DB00661|DB00716	DB00661	DB00716	validation	test	test	1
64989	DB00661|DB01149	DB00661	DB01149	validation	training	validation	1
64990	DB00661|DB09220	DB00661	DB09220	validation	training	validation	1
64991	DB00661|DB00906	DB00661	DB00906	validation	test	test	1
64992	DB00526|DB00661	DB00661	DB00526	validation	validation	validation	2
64993	DB00661|DB00991	DB00661	DB00991	validation	training	validation	1
64994	DB00661|DB00776	DB00661	DB00776	validation	training	validation	1
64995	DB00661|DB01062	DB00661	DB01062	validation	training	validation	1
64996	DB00661|DB06285	DB00661	DB06285	validation	training	validation	1
64997	DB00661|DB00715	DB00661	DB00715	validation	training	validation	1
64998	DB00661|DB00758	DB00661	DB00758	validation	training	validation	1
64999	DB00661|DB01132	DB00661	DB01132	validation	test	test	1
65000	DB00661|DB01291	DB00661	DB01291	validation	training	validation	1
65001	DB00661|DB00881	DB00661	DB00881	validation	training	validation	1
65002	DB00604|DB00661	DB00661	DB00604	validation	training	validation	1
65003	DB00178|DB00661	DB00661	DB00178	validation	training	validation	1
65004	DB00661|DB00877	DB00661	DB00877	validation	test	test	1
65005	DB00661|DB00734	DB00661	DB00734	validation	training	validation	1
65006	DB00465|DB00661	DB00661	DB00465	validation	training	validation	1
65007	DB00661|DB00938	DB00661	DB00938	validation	training	validation	1
65008	DB00017|DB00661	DB00661	DB00017	validation	training	validation	1
65009	DB00661|DB11365	DB00661	DB11365	validation	test	test	1
65010	DB00661|DB01104	DB00661	DB01104	validation	training	validation	1
65011	DB00661|DB01236	DB00661	DB01236	validation	training	validation	1
65012	DB00641|DB00661	DB00661	DB00641	validation	test	test	1
65013	DB00661|DB01390	DB00661	DB01390	validation	training	validation	1
65014	DB00661|DB00669	DB00661	DB00669	validation	training	validation	1
65015	DB00661|DB01606	DB00661	DB01606	validation	training	validation	1
65016	DB00661|DB00853	DB00661	DB00853	validation	training	validation	1
65017	DB00661|DB01162	DB00661	DB01162	validation	training	validation	1
65018	DB00661|DB00857	DB00661	DB00857	validation	training	validation	1
65019	DB00661|DB01083	DB00661	DB01083	validation	training	validation	1
65020	DB00661|DB06764	DB00661	DB06764	validation	training	validation	1
65021	DB00661|DB09289	DB00661	DB09289	validation	training	validation	1
65022	DB00289|DB00661	DB00661	DB00289	validation	training	validation	1
65023	DB00273|DB00661	DB00661	DB00273	validation	training	validation	1
65024	DB00214|DB00661	DB00661	DB00214	validation	training	validation	1
65025	DB00519|DB00661	DB00661	DB00519	validation	test	test	1
65026	DB00661|DB12248	DB00661	DB12248	validation	training	validation	1
65027	DB00661|DB12661	DB00661	DB12661	validation	training	validation	1
65028	DB00285|DB00661	DB00661	DB00285	validation	training	validation	1
65029	DB00425|DB00661	DB00661	DB00425	validation	training	validation	1
65030	DB00661|DB00909	DB00661	DB00909	validation	training	validation	1
65031	DB00661|DB01198	DB00661	DB01198	validation	training	validation	1
65032	DB00661|DB00958	DB00661	DB00958	validation	test	test	1
65033	DB00661|DB01088	DB00661	DB01088	validation	test	test	1
65034	DB00213|DB00661	DB00661	DB00213	validation	training	validation	1
65035	DB00661|DB13867	DB00661	DB13867	validation	training	validation	1
65036	DB00661|DB01095	DB00661	DB01095	validation	training	validation	1
65037	DB00225|DB00661	DB00661	DB00225	validation	training	validation	1
65038	DB00661|DB00814	DB00661	DB00814	validation	training	validation	1
65039	DB00585|DB00661	DB00661	DB00585	validation	test	test	1
65040	DB00661|DB00929	DB00661	DB00929	validation	test	test	1
65041	DB00661|DB01156	DB00661	DB01156	validation	training	validation	1
65042	DB00176|DB00661	DB00661	DB00176	validation	validation	validation	2
65043	DB00410|DB00661	DB00661	DB00410	validation	test	test	1
65044	DB00007|DB00661	DB00661	DB00007	validation	training	validation	1
65045	DB00175|DB00661	DB00661	DB00175	validation	training	validation	1
65046	DB00165|DB00661	DB00661	DB00165	validation	training	validation	1
65047	DB00654|DB00661	DB00661	DB00654	validation	training	validation	1
65048	DB00661|DB11093	DB00661	DB11093	validation	training	validation	1
65049	DB00204|DB00661	DB00661	DB00204	validation	test	test	1
65050	DB00590|DB00661	DB00661	DB00590	validation	test	test	1
65051	DB00661|DB13136	DB00661	DB13136	validation	training	validation	1
65052	DB00492|DB00661	DB00661	DB00492	validation	training	validation	1
65053	DB00014|DB00661	DB00661	DB00014	validation	training	validation	1
65054	DB00661|DB01224	DB00661	DB01224	validation	training	validation	1
65055	DB00661|DB01306	DB00661	DB01306	validation	training	validation	1
65056	DB00661|DB00762	DB00661	DB00762	validation	validation	validation	2
65057	DB00661|DB00678	DB00661	DB00678	validation	training	validation	1
65058	DB00244|DB00661	DB00661	DB00244	validation	training	validation	1
65059	DB00235|DB00661	DB00661	DB00235	validation	training	validation	1
65060	DB00661|DB00790	DB00661	DB00790	validation	training	validation	1
65061	DB00661|DB11738	DB00661	DB11738	validation	test	test	1
65062	DB00661|DB00708	DB00661	DB00708	validation	training	validation	1
65063	DB00661|DB01229	DB00661	DB01229	validation	training	validation	1
65064	DB00661|DB00697	DB00661	DB00697	validation	training	validation	1
65065	DB00661|DB01030	DB00661	DB01030	validation	test	test	1
65066	DB00660|DB00661	DB00661	DB00660	validation	training	validation	1
65067	DB00069|DB00661	DB00661	DB00069	validation	validation	validation	2
65068	DB00661|DB00869	DB00661	DB00869	validation	training	validation	1
65069	DB00661|DB11783	DB00661	DB11783	validation	training	validation	1
65070	DB00661|DB01276	DB00661	DB01276	validation	training	validation	1
65071	DB00334|DB00661	DB00661	DB00334	validation	test	test	1
65072	DB00661|DB01225	DB00661	DB01225	validation	training	validation	1
65073	DB00661|DB06779	DB00661	DB06779	validation	test	test	1
65074	DB00426|DB00661	DB00661	DB00426	validation	training	validation	1
65075	DB00661|DB00728	DB00661	DB00728	validation	training	validation	1
65076	DB00661|DB00688	DB00661	DB00688	validation	test	test	1
65077	DB00661|DB00709	DB00661	DB00709	validation	training	validation	1
65078	DB00642|DB00661	DB00661	DB00642	validation	training	validation	1
65079	DB00661|DB01409	DB00661	DB01409	validation	training	validation	1
65080	DB00177|DB00661	DB00661	DB00177	validation	training	validation	1
65081	DB00377|DB00661	DB00661	DB00377	validation	test	test	1
65082	DB00661|DB01339	DB00661	DB01339	validation	training	validation	1
65083	DB00481|DB00661	DB00661	DB00481	validation	training	validation	1
65084	DB00268|DB00661	DB00661	DB00268	validation	test	test	1
65085	DB00476|DB00661	DB00661	DB00476	validation	training	validation	1
65086	DB00661|DB01006	DB00661	DB01006	validation	training	validation	1
65087	DB00661|DB00912	DB00661	DB00912	validation	training	validation	1
65088	DB00661|DB00966	DB00661	DB00966	validation	test	test	1
65089	DB00577|DB00661	DB00661	DB00577	validation	training	validation	1
65090	DB00661|DB04854	DB00661	DB04854	validation	test	test	1
65091	DB00661|DB00910	DB00661	DB00910	validation	test	test	1
65092	DB00661|DB00962	DB00661	DB00962	validation	test	test	1
65093	DB00559|DB00661	DB00661	DB00559	validation	test	test	1
65094	DB00060|DB00661	DB00661	DB00060	validation	training	validation	1
65095	DB00661|DB00706	DB00661	DB00706	validation	validation	validation	2
65096	DB00661|DB11089	DB00661	DB11089	validation	training	validation	1
65097	DB00661|DB01137	DB00661	DB01137	validation	training	validation	1
65098	DB00661|DB01128	DB00661	DB01128	validation	training	validation	1
65099	DB00661|DB01029	DB00661	DB01029	validation	training	validation	1
65100	DB00412|DB00661	DB00661	DB00412	validation	training	validation	1
65101	DB00661|DB01217	DB00661	DB01217	validation	validation	validation	2
65102	DB00503|DB00661	DB00661	DB00503	validation	validation	validation	2
65103	DB00661|DB00950	DB00661	DB00950	validation	training	validation	1
65104	DB00661|DB00953	DB00661	DB00953	validation	validation	validation	2
65105	DB00471|DB00661	DB00661	DB00471	validation	training	validation	1
65106	DB00661|DB01238	DB00661	DB01238	validation	training	validation	1
65107	DB00661|DB02703	DB00661	DB02703	validation	training	validation	1
65108	DB00661|DB01202	DB00661	DB01202	validation	validation	validation	2
65109	DB00549|DB00661	DB00661	DB00549	validation	training	validation	1
65110	DB00661|DB01129	DB00661	DB01129	validation	test	test	1
65111	DB00661|DB00710	DB00661	DB00710	validation	training	validation	1
65112	DB00246|DB00661	DB00661	DB00246	validation	training	validation	1
65113	DB00661|DB01036	DB00661	DB01036	validation	test	test	1
65114	DB00008|DB00661	DB00661	DB00008	validation	test	test	1
65115	DB00073|DB00661	DB00661	DB00073	validation	training	validation	1
65116	DB00582|DB00661	DB00661	DB00582	validation	training	validation	1
65117	DB00661|DB06769	DB00661	DB06769	validation	training	validation	1
65118	DB00484|DB00661	DB00661	DB00484	validation	training	validation	1
65119	DB00528|DB00661	DB00661	DB00528	validation	training	validation	1
65120	DB00661|DB11675	DB00661	DB11675	validation	test	test	1
65121	DB00661|DB00768	DB00661	DB00768	validation	validation	validation	2
65122	DB00661|DB00843	DB00661	DB00843	validation	training	validation	1
65123	DB00315|DB00661	DB00661	DB00315	validation	test	test	1
65124	DB00496|DB00661	DB00661	DB00496	validation	training	validation	1
65125	DB00203|DB00661	DB00661	DB00203	validation	training	validation	1
65126	DB00218|DB00661	DB00661	DB00218	validation	training	validation	1
65127	DB00661|DB01079	DB00661	DB01079	validation	validation	validation	2
65128	DB00661|DB01307	DB00661	DB01307	validation	training	validation	1
65129	DB00661|DB01278	DB00661	DB01278	validation	training	validation	1
65130	DB00482|DB00661	DB00661	DB00482	validation	training	validation	1
65131	DB00661|DB00952	DB00661	DB00952	validation	training	validation	1
65132	DB00661|DB00930	DB00661	DB00930	validation	training	validation	1
65133	DB00661|DB01590	DB00661	DB01590	validation	training	validation	1
65134	DB00424|DB00661	DB00661	DB00424	validation	test	test	1
65135	DB00661|DB00989	DB00661	DB00989	validation	test	test	1
65136	DB00230|DB00661	DB00661	DB00230	validation	training	validation	1
65137	DB00601|DB00661	DB00661	DB00601	validation	training	validation	1
65138	DB00661|DB01101	DB00661	DB01101	validation	validation	validation	2
65139	DB00258|DB00661	DB00661	DB00258	validation	training	validation	1
65140	DB00661|DB13919	DB00661	DB13919	validation	training	validation	1
65141	DB00661|DB09381	DB00661	DB09381	validation	training	validation	1
65142	DB00005|DB00661	DB00661	DB00005	validation	training	validation	1
65143	DB00658|DB00661	DB00661	DB00658	validation	test	test	1
65144	DB00072|DB00661	DB00661	DB00072	validation	training	validation	1
65145	DB00661|DB01126	DB00661	DB01126	validation	validation	validation	2
65146	DB00538|DB00661	DB00661	DB00538	validation	training	validation	1
65147	DB00216|DB00661	DB00661	DB00216	validation	test	test	1
65148	DB00533|DB00661	DB00661	DB00533	validation	training	validation	1
65149	DB00661|DB04855	DB00661	DB04855	validation	test	test	1
65150	DB00661|DB13139	DB00661	DB13139	validation	training	validation	1
65151	DB00030|DB00661	DB00661	DB00030	validation	training	validation	1
65152	DB00112|DB00661	DB00661	DB00112	validation	training	validation	1
65153	DB00022|DB00661	DB00661	DB00022	validation	training	validation	1
65154	DB00661|DB00990	DB00661	DB00990	validation	test	test	1
65155	DB00198|DB00661	DB00661	DB00198	validation	validation	validation	2
65156	DB00661|DB00731	DB00661	DB00731	validation	training	validation	1
65157	DB00047|DB00661	DB00661	DB00047	validation	validation	validation	2
65158	DB00661|DB00976	DB00661	DB00976	validation	training	validation	1
65159	DB00661|DB00967	DB00661	DB00967	validation	training	validation	1
65160	DB00580|DB00661	DB00661	DB00580	validation	training	validation	1
65161	DB00661|DB00918	DB00661	DB00918	validation	training	validation	1
65162	DB00619|DB00661	DB00661	DB00619	validation	training	validation	1
65163	DB00661|DB00736	DB00661	DB00736	validation	test	test	1
65164	DB00287|DB00661	DB00661	DB00287	validation	training	validation	1
65165	DB00661|DB00905	DB00661	DB00905	validation	test	test	1
65166	DB00012|DB00661	DB00661	DB00012	validation	training	validation	1
65167	DB00661|DB16538	DB00661	DB16538	validation	training	validation	1
65168	DB00661|DB00700	DB00661	DB00700	validation	training	validation	1
65169	DB00300|DB00661	DB00661	DB00300	validation	training	validation	1
65170	DB00661|DB01098	DB00661	DB01098	validation	training	validation	1
65171	DB00043|DB00661	DB00661	DB00043	validation	training	validation	1
65172	DB00661|DB01274	DB00661	DB01274	validation	training	validation	1
65173	DB00661|DB00862	DB00661	DB00862	validation	validation	validation	2
65174	DB00002|DB00661	DB00661	DB00002	validation	test	test	1
65175	DB00275|DB00661	DB00661	DB00275	validation	training	validation	1
65176	DB00661|DB01175	DB00661	DB01175	validation	training	validation	1
65177	DB00661|DB01591	DB00661	DB01591	validation	training	validation	1
65178	DB00661|DB09026	DB00661	DB09026	validation	training	validation	1
65179	DB00051|DB00661	DB00661	DB00051	validation	training	validation	1
65180	DB00317|DB00661	DB00661	DB00317	validation	training	validation	1
65181	DB00530|DB00661	DB00661	DB00530	validation	training	validation	1
65182	DB00019|DB00661	DB00661	DB00019	validation	validation	validation	2
65183	DB00103|DB00661	DB00661	DB00103	validation	training	validation	1
65184	DB00661|DB00973	DB00661	DB00973	validation	training	validation	1
65185	DB00480|DB00661	DB00661	DB00480	validation	training	validation	1
65186	DB00661|DB01072	DB00661	DB01072	validation	test	test	1
65187	DB00108|DB00661	DB00661	DB00108	validation	training	validation	1
65188	DB00661|DB06282	DB00661	DB06282	validation	training	validation	1
65189	DB00661|DB01268	DB00661	DB01268	validation	training	validation	1
65190	DB00661|DB00673	DB00661	DB00673	validation	test	test	1
65191	DB00661|DB06212	DB00661	DB06212	validation	test	test	1
65192	DB00188|DB00661	DB00661	DB00188	validation	validation	validation	2
65193	DB00661|DB00820	DB00661	DB00820	validation	test	test	1
65194	DB00661|DB06403	DB00661	DB06403	validation	test	test	1
65195	DB00661|DB01309	DB00661	DB01309	validation	training	validation	1
65196	DB00661|DB01012	DB00661	DB01012	validation	training	validation	1
65197	DB00402|DB00661	DB00661	DB00402	validation	validation	validation	2
65198	DB00661|DB01259	DB00661	DB01259	validation	training	validation	1
65199	DB00661|DB09539	DB00661	DB09539	validation	training	validation	1
65200	DB00398|DB00661	DB00661	DB00398	validation	training	validation	1
65201	DB00661|DB04896	DB00661	DB04896	validation	training	validation	1
65202	DB00661|DB01273	DB00661	DB01273	validation	training	validation	1
65203	DB00661|DB01261	DB00661	DB01261	validation	training	validation	1
65204	DB00661|DB01270	DB00661	DB01270	validation	test	test	1
65205	DB00661|DB00980	DB00661	DB00980	validation	test	test	1
65206	DB00661|DB04876	DB00661	DB04876	validation	training	validation	1
65207	DB00661|DB06273	DB00661	DB06273	validation	validation	validation	2
65208	DB00661|DB01609	DB00661	DB01609	validation	training	validation	1
65209	DB00661|DB01281	DB00661	DB01281	validation	training	validation	1
65210	DB00661|DB09015	DB00661	DB09015	validation	test	test	1
65211	DB00661|DB01046	DB00661	DB01046	validation	training	validation	1
